,img_id,feat_A,feat_B,feat_C,feat_D,feat_E,label
424,PAT_1393_1356_371.png,0.2475,0.822,0.417,,False,False
425,PAT_319_679_533.png,0.197,0.742,0.308,8.0,True,False
426,PAT_766_1444_52.png,0.2007,0.766,0.25,6.0,False,False
427,PAT_408_811_808.png,0.0578,0.732,,7.5,False,False
428,PAT_1639_2879_744.png,0.0804,0.709,0.474,,True,False
429,PAT_645_1222_140.png,0.0767,0.707,0.176,9.0,True,False
430,PAT_179_278_331.png,0.1077,0.737,0.247,12.0,True,False
431,PAT_726_1371_543.png,0.0745,0.695,0.202,11.5,True,False
432,PAT_82_125_525.png,0.0817,0.724,0.267,14.0,True,False
433,PAT_975_4734_783.png,0.6658,0.878,0.53,15.0,True,False
434,PAT_109_868_723.png,0.1053,0.729,0.358,6.0,True,True
435,PAT_286_1459_926.png,0.0832,0.681,0.153,5.0,False,False
436,PAT_851_4519_488.png,0.122,0.733,0.189,17.5,False,False
437,PAT_1243_836_47.png,0.0905,0.718,0.222,,True,False
438,PAT_1329_1168_620.png,0.0548,0.705,0.192,,True,False
439,PAT_115_176_455.png,0.1923,0.795,0.345,9.0,True,False
440,PAT_1439_1521_868.png,0.4004,0.824,0.475,,False,False
441,PAT_2043_4308_681.png,0.3702,0.863,0.248,,False,False
442,PAT_827_1599_248.png,0.0747,0.699,0.242,17.0,False,False
443,PAT_1181_659_231.png,0.2933,0.809,,,True,False
444,PAT_1326_1156_139.png,0.095,0.707,0.235,,True,False
445,PAT_1074_322_174.png,0.2379,0.79,0.245,,False,False
446,PAT_503_949_409.png,0.1053,0.77,0.162,8.0,False,False
447,PAT_691_1310_780.png,0.1752,0.772,0.235,17.5,False,False
448,PAT_514_967_908.png,0.166,0.725,0.21,9.0,True,False
449,PAT_217_333_61.png,0.0393,0.707,0.254,6.5,False,False
450,PAT_467_904_235.png,0.2743,0.789,0.189,7.5,True,False
451,PAT_101_1041_651.png,0.1714,0.711,0.359,17.5,True,False
452,PAT_1347_1226_928.png,0.2586,0.797,0.157,,False,False
453,PAT_2050_4350_36.png,0.2469,0.782,0.131,,False,False
454,PAT_73_111_435.png,0.1069,0.718,0.465,11.5,False,False
455,PAT_858_1633_926.png,0.0988,0.734,0.198,5.0,False,False
456,PAT_652_1231_516.png,0.3065,0.785,0.242,1.0,False,False
457,PAT_115_175_283.png,0.2162,0.747,0.319,7.0,True,False
458,PAT_1330_1172_722.png,0.1227,0.717,0.248,,False,False
459,PAT_2061_4395_587.png,0.1464,0.738,0.344,,True,False
460,PAT_1374_1286_939.png,0.4516,0.741,0.216,,False,False
461,PAT_930_1760_560.png,0.058,0.706,0.334,9.0,False,False
462,PAT_2071_4433_848.png,0.2248,0.857,0.12,,True,False
463,PAT_673_3928_888.png,0.2874,0.805,0.158,11.0,True,False
464,PAT_597_1139_181.png,0.3071,0.886,0.14,9.0,False,False
465,PAT_999_20_540.png,0.688,0.995,,,False,False
466,PAT_1762_3332_245.png,0.3437,0.926,0.206,,True,False
467,PAT_235_360_50.png,0.518,0.89,0.39,5.0,False,False
468,PAT_1070_304_845.png,0.6564,0.987,0.306,,False,False
469,PAT_490_933_352.png,0.2222,0.773,0.476,4.5,True,False
470,PAT_304_4186_458.png,0.5678,0.919,0.375,8.0,False,False
471,PAT_655_1245_807.png,0.1623,0.806,0.173,8.0,False,False
472,PAT_1652_2915_65.png,0.1603,0.803,0.307,,True,False
473,PAT_1397_1361_183.png,0.1821,0.906,0.265,,True,False
474,PAT_2143_4736_227.png,0.165,0.81,0.189,,False,False
475,PAT_1526_1792_482.png,0.1284,0.849,0.171,,False,False
476,PAT_38_1002_34.png,0.2117,0.858,0.182,3.5,True,False
477,PAT_677_1349_541.png,0.4958,0.883,0.402,9.0,True,False
478,PAT_191_294_629.png,0.4703,0.883,0.653,8.0,True,False
479,PAT_171_265_757.png,0.7816,0.976,0.3,17.5,False,False
480,PAT_801_1518_78.png,0.1865,0.774,0.267,14.0,True,True
481,PAT_333_1468_620.png,0.5348,0.812,0.239,6.5,True,False
482,PAT_1145_534_529.png,0.0943,0.721,0.155,,False,False
483,PAT_354_1814_726.png,0.7536,0.974,0.22,5.0,False,False
484,PAT_1588_2629_296.png,0.1735,0.75,0.231,,True,False
485,PAT_224_1340_551.png,0.4306,0.888,0.547,25.0,True,False
486,PAT_1550_1886_849.png,0.6236,0.903,0.421,,False,False
487,PAT_397_797_742.png,0.1195,0.735,0.478,9.5,True,False
488,PAT_289_442_43.png,0.149,0.783,0.518,5.0,False,False
489,PAT_1035_165_800.png,0.8039,0.917,0.215,,False,False
490,PAT_87_133_391.png,0.7945,0.969,0.587,16.0,True,False
491,PAT_46_879_225.png,0.267,0.837,0.15,10.0,True,False
492,PAT_654_1244_16.png,0.1878,0.759,0.295,18.5,False,False
493,PAT_996_6_886.png,0.1581,0.76,0.208,,False,False
494,PAT_1036_169_687.png,0.8764,0.906,0.157,,False,False
495,PAT_1350_1230_878.png,0.0786,0.706,0.489,,False,False
496,PAT_63_98_187.png,0.152,0.774,0.214,9.0,False,False
498,PAT_1122_479_664.png,0.0622,0.699,,,True,False
499,PAT_378_770_302.png,0.2002,0.796,0.217,6.5,False,False
500,PAT_1648_2904_523.png,0.1514,0.726,0.307,,True,False
501,PAT_194_298_945.png,0.1918,0.714,0.513,5.0,True,False
502,PAT_1265_908_754.png,0.062,0.697,0.136,,False,False
503,PAT_108_162_526.png,0.1135,0.732,0.538,4.0,True,False
504,PAT_381_775_253.png,0.0592,0.717,0.333,18.0,True,False
505,PAT_1197_713_520.png,0.6635,0.885,0.236,,True,False
506,PAT_2016_4160_868.png,0.0876,0.739,0.283,,False,False
508,PAT_723_1396_338.png,0.1812,0.784,0.224,7.0,False,False
510,PAT_753_1427_658.png,0.1948,0.762,0.233,5.0,True,False
511,PAT_1719_3203_18.png,0.21,0.748,0.279,,False,False
512,PAT_279_429_142.png,0.7027,0.817,,18.0,False,False
514,PAT_539_1023_878.png,0.1767,0.753,0.22,5.5,True,False
515,PAT_1903_3791_14.png,0.0913,0.701,0.383,,True,False
516,PAT_1215_752_707.png,0.1003,0.76,0.514,,True,False
517,PAT_270_416_398.png,0.1109,0.708,0.219,6.0,False,False
518,PAT_179_277_436.png,0.1167,0.715,0.174,9.5,True,False
519,PAT_974_1842_574.png,0.6132,0.91,0.369,4.5,False,False
520,PAT_35_48_43.png,0.1561,0.719,0.417,4.5,False,False
521,PAT_527_1359_165.png,0.0828,0.744,0.429,12.5,False,False
526,PAT_301_649_533.png,0.1886,0.779,0.39,21.0,False,False
527,PAT_247_1293_449.png,0.1103,0.737,0.241,5.0,False,False
529,PAT_995_1867_165.png,0.4269,0.894,0.318,21.5,True,True
530,PAT_416_826_123.png,0.3631,0.801,0.276,15.0,True,False
532,PAT_872_1707_638.png,0.1473,0.777,0.582,15.0,False,False
534,PAT_858_1631_427.png,0.5529,0.924,0.494,22.5,False,False
537,PAT_38_1003_68.png,0.19,0.828,0.165,7.5,False,False
538,PAT_20_30_44.png,0.0982,0.71,0.435,5.5,False,False
540,PAT_112_168_360.png,0.1382,0.788,0.399,11.0,False,False
542,PAT_746_1407_708.png,0.1641,0.816,0.36,18.5,True,True
543,PAT_65_101_847.png,0.2088,0.827,0.133,10.0,False,False
546,PAT_517_972_845.png,0.1065,0.717,0.251,7.5,False,False
547,PAT_44_63_151.png,0.0981,0.756,0.528,9.0,False,False
549,PAT_712_1335_359.png,0.2108,0.791,0.316,5.5,False,False
551,PAT_708_1333_222.png,0.251,0.798,0.26,12.5,False,False
552,PAT_860_1641_440.png,0.1474,0.734,0.27,13.5,True,False
555,PAT_882_1678_192.png,0.1082,0.779,0.34,17.5,False,False
556,PAT_532_3216_633.png,0.0535,0.7,0.315,3.5,True,False
557,PAT_394_794_235.png,0.2933,0.779,0.246,6.0,False,False
558,PAT_590_1121_504.png,0.1208,0.723,0.356,18.5,True,False
561,PAT_1904_3794_215.png,0.083,0.719,0.228,,True,False
562,PAT_279_1393_118.png,0.1034,0.731,0.45,9.0,False,False
564,PAT_864_1645_639.png,0.1439,0.729,0.373,14.5,True,False
566,PAT_1699_3126_673.png,0.0372,0.693,0.324,,False,False
567,PAT_1364_1246_447.png,0.3172,0.851,0.244,,True,False
568,PAT_512_962_998.png,0.1797,0.792,0.208,7.5,False,False
569,PAT_924_1757_784.png,0.2125,0.777,0.234,5.0,False,False
570,PAT_809_1528_118.png,0.0494,0.702,0.208,6.0,False,False
572,PAT_400_801_376.png,0.8064,0.889,0.194,7.5,False,False
574,PAT_326_690_797.png,0.1153,0.705,0.251,4.5,False,False
575,PAT_40_1026_312.png,0.1173,0.762,0.173,9.5,False,False
577,PAT_452_882_896.png,0.1571,0.766,0.358,8.5,True,False
578,PAT_948_1801_721.png,0.1234,0.732,0.389,2.5,True,False
579,PAT_57_90_910.png,0.1974,0.775,0.267,6.0,False,False
582,PAT_155_240_211.png,0.1131,0.801,0.443,12.5,False,False
584,PAT_53_82_940.png,0.0929,0.709,0.271,8.5,True,False
586,PAT_713_1336_159.png,0.0787,0.727,0.276,15.0,False,False
587,PAT_153_1200_541.png,0.2203,0.747,0.494,7.0,True,False
589,PAT_230_351_720.png,0.1551,0.739,0.196,7.5,False,False
590,PAT_328_1738_890.png,0.1312,0.722,0.303,8.5,False,False
592,PAT_366_752_782.png,0.1079,0.723,0.303,12.0,True,False
593,PAT_433_852_20.png,0.1494,0.724,0.361,20.0,False,True
595,PAT_431_850_472.png,0.1646,0.765,0.316,8.5,False,False
597,PAT_849_1612_143.png,0.291,0.801,0.47,11.0,True,False
600,PAT_227_347_19.png,0.6074,0.88,0.406,6.5,False,False
602,PAT_430_847_315.png,0.1221,0.777,0.382,17.5,True,False
603,PAT_903_1719_943.png,0.1708,0.717,0.239,7.5,False,False
604,PAT_749_1414_770.png,0.1046,0.694,0.13,10.0,False,False
610,PAT_761_1435_561.png,0.4687,0.864,0.478,12.5,False,False
613,PAT_49_75_326.png,0.3306,0.835,0.144,16.5,False,False
616,PAT_247_378_484.png,0.1259,0.74,0.385,11.0,False,False
617,PAT_456_887_499.png,0.306,0.768,0.126,13.0,True,False
618,PAT_637_1434_570.png,0.0704,0.712,0.336,7.0,False,False
619,PAT_571_1097_652.png,0.2572,0.788,0.231,14.5,False,False
623,PAT_388_2452_548.png,0.0375,0.694,0.137,18.0,False,False
627,PAT_704_1323_974.png,0.2887,0.832,0.224,6.0,False,False
628,PAT_753_1428_451.png,0.0989,0.655,0.087,4.0,False,False
629,PAT_715_4072_827.png,0.3813,0.867,0.354,2.5,False,False
630,PAT_639_3674_452.png,0.5106,0.885,,7.5,False,False
632,PAT_349_724_133.png,0.1387,0.809,0.249,17.0,False,False
633,PAT_1420_1461_93.png,0.1322,0.735,0.332,,False,False
634,PAT_237_362_909.png,0.1355,0.725,0.192,6.0,False,False
635,PAT_646_1225_590.png,0.1865,0.656,0.338,21.5,False,False
636,PAT_630_1196_710.png,0.1612,0.779,0.321,9.0,False,False
637,PAT_2041_4298_408.png,0.7472,0.932,0.205,,False,False
638,PAT_1600_2685_445.png,0.1453,0.728,0.4,,False,False
639,PAT_1460_1598_708.png,0.1548,0.756,0.251,,True,False
640,PAT_2131_4683_112.png,0.201,0.798,0.172,,True,False
641,PAT_492_1782_752.png,0.2866,0.816,0.285,4.5,True,False
642,PAT_757_4220_942.png,0.4639,0.925,0.115,9.5,False,False
643,PAT_412_817_232.png,0.0953,0.73,,9.5,True,False
644,PAT_1070_308_751.png,0.2013,0.735,0.259,,True,False
645,PAT_365_750_854.png,0.1444,0.795,0.224,21.0,True,False
646,PAT_2011_4140_787.png,0.0877,0.759,0.149,,False,False
647,PAT_330_696_894.png,0.1193,0.777,0.312,8.0,False,False
648,PAT_582_1363_358.png,0.0986,0.706,0.262,11.5,False,False
649,PAT_1280_972_727.png,0.2967,0.856,0.366,,False,False
650,PAT_393_793_852.png,0.0909,0.689,0.132,6.0,False,False
651,PAT_61_299_74.png,0.113,0.69,0.324,4.0,True,False
652,PAT_432_851_560.png,0.0977,0.731,0.417,6.0,True,False
653,PAT_2106_4590_227.png,0.1016,0.79,0.254,,False,False
654,PAT_85_129_225.png,0.1343,0.714,0.437,3.5,True,False
655,PAT_1790_3427_355.png,0.2344,0.811,0.297,,False,False
656,PAT_180_279_377.png,0.0355,0.698,0.471,14.0,True,False
657,PAT_219_336_376.png,0.0403,0.705,0.781,27.5,False,False
658,PAT_1286_999_824.png,0.0755,0.717,0.261,,False,False
659,PAT_529_994_419.png,0.0922,0.718,0.292,4.5,False,False
660,PAT_188_289_908.png,0.1155,0.741,0.287,11.0,True,False
661,PAT_356_736_188.png,0.1052,0.72,0.266,13.5,True,False
662,PAT_1432_1497_328.png,0.0881,0.727,0.163,,False,False
663,PAT_951_1836_991.png,0.0567,0.705,0.356,10.0,False,False
665,PAT_911_1728_101.png,0.1002,0.7,0.306,7.0,False,False
666,PAT_697_1317_892.png,0.3026,0.764,0.221,13.5,False,False
667,PAT_1832_3597_594.png,0.0635,0.727,0.445,,False,False
668,PAT_856_1626_523.png,0.1389,0.745,0.292,9.5,False,False
670,PAT_835_1577_938.png,0.2996,0.848,0.242,7.5,False,False
672,PAT_1978_4004_82.png,0.1412,0.756,0.298,,True,False
673,PAT_627_1188_755.png,0.1341,0.717,0.308,7.0,True,False
674,PAT_531_3079_652.png,0.1256,0.762,0.231,8.5,False,False
675,PAT_1720_3208_130.png,0.4533,0.815,0.13,,False,False
676,PAT_115_177_575.png,0.105,0.788,0.507,18.0,True,False
677,PAT_570_1085_429.png,0.0687,0.716,0.211,14.0,True,False
678,PAT_337_706_254.png,0.1785,0.749,0.218,31.0,False,False
680,PAT_923_1753_496.png,0.1664,0.742,0.406,15.0,True,False
682,PAT_207_1280_15.png,0.0855,0.715,0.3,13.5,False,False
683,PAT_242_368_261.png,0.0621,0.701,0.147,18.0,False,False
684,PAT_806_1519_527.png,0.1276,0.726,0.2,8.0,False,False
685,PAT_1491_1703_637.png,0.6044,0.912,0.343,,False,False
687,PAT_703_1329_112.png,0.122,0.722,0.293,6.0,True,False
688,PAT_468_905_765.png,0.0752,0.726,0.405,3.0,True,False
689,PAT_1449_1554_932.png,0.1821,0.753,0.195,,False,False
690,PAT_1666_2985_968.png,0.8614,0.881,0.18,,False,False
691,PAT_305_655_30.png,0.1216,0.717,0.392,4.5,False,False
692,PAT_493_1862_360.png,0.106,0.773,0.887,6.0,False,False
693,PAT_401_4594_970.png,0.1096,0.72,0.144,4.5,False,False
694,PAT_36_49_935.png,0.1016,0.711,0.309,5.5,False,False
695,PAT_204_310_975.png,0.1499,0.726,0.411,4.5,False,False
696,PAT_788_1503_168.png,0.4276,0.845,0.302,12.0,True,False
697,PAT_217_963_806.png,0.1263,0.736,0.276,5.5,False,False
699,PAT_514_969_187.png,0.1758,0.74,0.284,6.5,True,False
700,PAT_86_1109_306.png,0.1799,0.757,0.26,6.5,True,False
701,PAT_1585_2619_396.png,0.0936,0.715,0.128,,False,False
702,PAT_812_1625_430.png,0.097,0.745,0.19,8.5,False,False
703,PAT_86_1082_41.png,0.0729,0.726,0.52,17.5,True,False
704,PAT_886_4635_304.png,0.1058,0.654,0.225,8.0,True,False
706,PAT_791_1487_906.png,0.0641,0.685,0.246,4.5,False,False
707,PAT_223_341_187.png,0.1301,0.724,0.366,3.5,True,False
708,PAT_267_1061_152.png,0.1838,0.754,0.306,9.0,False,False
709,PAT_1314_1108_442.png,0.1833,0.754,0.377,,True,False
710,PAT_15_23_240.png,0.0896,0.726,0.349,8.5,False,False
711,PAT_2006_4123_719.png,0.088,0.733,0.31,,True,False
712,PAT_196_300_749.png,0.1043,0.728,0.257,11.5,False,False
713,PAT_499_945_878.png,0.1793,0.752,0.329,11.0,False,False
714,PAT_1575_2516_23.png,0.323,0.832,0.117,,False,False
715,PAT_230_1008_673.png,0.1257,0.731,0.178,7.5,True,False
716,PAT_470_908_103.png,0.2837,0.826,0.334,13.0,False,False
717,PAT_1403_1392_407.png,0.1419,0.479,0.534,,False,False
718,PAT_813_1619_543.png,0.1665,0.753,0.379,10.0,False,False
719,PAT_905_1721_327.png,0.0903,0.703,0.409,3.0,True,False
720,PAT_294_638_564.png,0.0477,0.719,0.36,11.5,True,False
721,PAT_621_1182_456.png,0.0731,0.717,0.346,10.0,False,False
722,PAT_220_1343_489.png,0.2058,0.812,0.174,20.0,False,False
724,PAT_537_1014_961.png,0.278,0.845,0.297,7.5,False,False
726,PAT_311_666_191.png,0.0927,0.688,0.213,7.0,False,False
727,PAT_382_776_986.png,0.2078,0.738,0.13,6.0,False,False
728,PAT_735_1391_683.png,0.1792,0.787,0.288,10.0,True,False
729,PAT_221_339_951.png,0.0736,0.722,0.159,7.5,True,False
730,PAT_1591_2648_855.png,0.374,0.843,0.333,,True,False
731,PAT_286_1459_666.png,0.6978,0.914,0.231,5.0,False,False
732,PAT_1065_278_954.png,0.1097,0.725,0.149,,False,False
733,PAT_924_1757_704.png,0.1957,0.759,0.407,5.0,False,False
734,PAT_846_1607_895.png,0.2591,0.77,0.291,15.5,True,False
735,PAT_168_262_74.png,0.1139,0.781,0.364,12.0,True,False
736,PAT_1171_615_468.png,0.6842,0.956,0.291,,False,False
737,PAT_1477_1660_226.png,0.5262,0.852,,,False,False
738,PAT_776_1466_241.png,0.0725,0.718,0.526,6.0,False,False
739,PAT_356_735_568.png,0.1506,0.725,0.258,12.5,True,False
740,PAT_109_868_113.png,0.0928,0.753,0.252,6.0,True,True
741,PAT_755_1430_681.png,0.1132,0.723,0.331,5.0,False,False
742,PAT_549_1043_36.png,0.2484,0.798,0.25,27.0,True,False
743,PAT_917_1735_936.png,0.2358,0.807,0.273,3.5,False,False
744,PAT_1074_322_242.png,0.2897,0.644,0.335,,False,False
745,PAT_2034_4268_141.png,0.1985,0.784,0.128,,False,False
746,PAT_8_15_820.png,0.1183,0.729,0.511,9.0,False,False
747,PAT_86_1109_164.png,0.3098,0.79,0.417,6.5,True,False
748,PAT_540_1016_644.png,0.0939,0.718,0.382,6.0,True,False
749,PAT_166_3672_759.png,0.1495,0.779,0.365,11.5,True,False
750,PAT_749_1415_164.png,0.206,0.813,0.192,15.0,False,False
751,PAT_1402_1377_799.png,0.641,0.89,0.141,,True,False
752,PAT_1479_1669_376.png,0.0934,0.706,0.29,,False,False
753,PAT_744_1405_742.png,0.0519,0.709,0.233,10.5,True,False
754,PAT_1942_3917_379.png,0.0943,0.718,0.392,,False,False
755,PAT_677_1349_851.png,0.1335,0.725,0.32,9.0,True,False
756,PAT_71_108_56.png,0.1364,0.844,0.222,14.0,False,False
757,PAT_337_706_944.png,0.1367,0.803,0.212,31.0,False,False
758,PAT_388_787_818.png,0.4176,0.894,0.255,6.5,False,False
759,PAT_287_440_729.png,0.1932,0.789,0.377,9.5,True,False
760,PAT_1764_3335_803.png,0.3653,0.846,0.314,,True,False
761,PAT_771_1489_345.png,0.103,0.739,0.302,9.5,True,False
762,PAT_814_1532_265.png,0.2152,0.823,0.426,30.0,True,False
763,PAT_2021_4180_381.png,0.7362,0.945,0.221,,True,False
764,PAT_419_2768_910.png,0.0817,0.734,0.285,6.0,False,False
765,PAT_664_1263_781.png,0.1618,0.757,0.247,11.0,True,False
766,PAT_1591_2648_723.png,0.0868,0.732,0.49,,True,False
767,PAT_1641_2886_284.png,0.1751,0.731,0.391,,True,False
768,PAT_1322_1137_201.png,0.2054,0.761,0.103,,False,False
769,PAT_413_819_550.png,0.0757,0.615,0.356,11.5,False,False
770,PAT_1404_1393_540.png,0.7366,0.902,0.231,,True,False
771,PAT_253_384_607.png,0.0682,0.713,0.234,10.0,True,False
772,PAT_837_1582_714.png,0.1468,0.721,0.296,22.0,False,False
773,PAT_522_986_800.png,0.1015,0.714,0.335,9.0,True,False
774,PAT_53_1370_288.png,0.2148,0.798,0.218,19.0,True,False
775,PAT_938_1789_693.png,0.0509,0.696,,3.5,False,False
776,PAT_854_1635_103.png,0.2433,0.776,0.312,13.0,False,False
777,PAT_1690_3082_117.png,0.7788,0.831,0.326,,False,False
778,PAT_595_1142_142.png,0.1543,0.783,0.556,4.0,False,False
779,PAT_1993_4077_139.png,0.6629,0.939,0.217,,True,False
780,PAT_835_1578_592.png,0.0358,0.692,0.541,12.5,False,False
781,PAT_492_1784_50.png,0.3639,0.785,0.469,6.0,True,False
782,PAT_492_4723_890.png,0.1742,0.749,0.266,6.0,True,False
783,PAT_528_992_124.png,0.0799,0.712,0.17,9.0,False,False
784,PAT_709_1331_253.png,0.2649,0.772,0.373,9.5,False,False
785,PAT_1392_1352_778.png,0.1318,0.716,0.327,,False,False
786,PAT_1547_4232_115.png,0.0588,0.696,0.214,,False,False
787,PAT_184_284_721.png,0.0586,0.687,0.328,4.0,True,False
788,PAT_640_1210_293.png,0.0381,0.705,0.395,5.0,False,False
789,PAT_1067_284_533.png,0.1318,0.696,0.158,,False,False
790,PAT_354_1814_619.png,0.1237,0.73,0.2,5.0,False,False
791,PAT_1708_3153_799.png,0.5985,0.853,0.175,,True,False
792,PAT_224_1340_142.png,0.2388,0.762,0.453,25.0,True,False
793,PAT_198_302_44.png,0.2304,0.717,0.185,7.0,True,False
794,PAT_407_810_390.png,0.0618,0.711,0.217,6.0,False,False
795,PAT_63_99_189.png,0.101,0.701,0.219,5.0,True,False
796,PAT_138_205_296.png,0.7543,0.969,0.4,13.5,False,False
797,PAT_90_138_369.png,0.0366,0.691,0.463,6.5,True,False
798,PAT_297_4307_924.png,0.1655,0.755,0.18,4.5,False,False
799,PAT_1439_1522_211.png,0.0682,0.713,0.515,,False,False
800,PAT_705_1326_82.png,0.0399,0.702,0.236,8.0,True,False
801,PAT_1805_3477_772.png,0.5926,0.915,0.232,,False,False
802,PAT_1273_953_510.png,0.1225,0.719,0.356,,True,False
803,PAT_715_4073_115.png,0.626,0.969,0.301,2.5,False,False
804,PAT_1572_2495_335.png,0.1317,0.716,0.363,,False,False
805,PAT_68_105_871.png,0.115,0.702,0.622,7.5,True,False
806,PAT_577_1107_61.png,0.1446,0.741,0.26,6.5,False,False
807,PAT_1506_1735_733.png,0.1368,0.72,0.298,,False,False
808,PAT_154_237_625.png,0.2322,0.8,0.495,8.0,True,False
809,PAT_1252_866_852.png,0.1233,0.718,0.385,,True,False
810,PAT_1689_3075_38.png,0.2477,0.749,0.198,,False,False
811,PAT_1415_1439_295.png,0.0714,0.703,0.177,,False,False
812,PAT_63_99_736.png,0.1002,0.716,0.208,5.0,True,False
813,PAT_464_899_646.png,0.1477,0.77,0.553,6.0,False,False
814,PAT_330_695_90.png,0.0405,0.728,0.267,6.0,False,False
815,PAT_1707_3148_835.png,0.1141,0.733,0.277,,False,False
817,PAT_961_1818_992.png,0.186,0.743,0.244,20.5,False,False
818,PAT_126_191_304.png,0.1331,0.709,0.248,7.5,True,False
819,PAT_683_1296_237.png,0.0805,0.707,0.232,5.5,False,False
820,PAT_108_424_944.png,0.6815,0.959,0.364,4.0,True,False
821,PAT_558_1072_486.png,0.112,0.709,0.471,10.5,True,False
822,PAT_834_4490_317.png,0.1,0.701,0.304,9.5,False,False
823,PAT_1503_1728_65.png,0.12,0.713,0.388,,False,False
824,PAT_927_1759_749.png,0.1004,0.706,0.326,7.5,True,False
825,PAT_97_151_503.png,0.184,0.756,0.424,18.5,True,False
826,PAT_876_1664_579.png,0.1106,0.726,0.56,8.0,False,False
827,PAT_690_1309_217.png,0.1327,0.722,0.249,15.5,True,False
828,PAT_122_185_957.png,0.2093,0.719,0.447,12.0,False,False
829,PAT_1881_3717_785.png,0.0454,0.684,0.254,,False,False
830,PAT_884_1683_538.png,0.1633,0.774,0.488,20.0,True,True
831,PAT_2011_4141_862.png,0.4873,0.845,0.238,,False,False
832,PAT_463_897_440.png,0.1448,0.72,0.213,7.0,True,False
833,PAT_824_1561_796.png,0.1469,0.726,0.316,10.0,False,False
834,PAT_1586_2624_615.png,0.0415,0.698,0.138,,False,False
835,PAT_859_1638_598.png,0.297,0.837,0.237,9.5,False,False
836,PAT_535_1011_567.png,0.1584,0.721,0.209,7.5,False,False
837,PAT_793_1512_382.png,0.1269,0.712,0.305,5.5,False,False
838,PAT_153_233_45.png,0.0914,0.724,0.306,12.0,False,False
839,PAT_1736_3246_166.png,0.1091,0.694,0.267,,False,False
840,PAT_338_709_306.png,0.053,0.711,0.481,3.5,False,False
841,PAT_950_1804_64.png,0.0892,0.722,0.425,6.5,False,False
842,PAT_246_377_159.png,0.1774,0.749,0.17,10.5,False,False
843,PAT_796_1509_459.png,0.0831,0.709,0.381,13.5,True,False
844,PAT_1608_2720_196.png,0.0605,0.694,0.23,,False,False
845,PAT_819_1541_727.png,0.1076,0.739,0.349,12.5,False,False
846,PAT_621_3591_171.png,0.0643,0.696,0.514,13.5,True,False
847,PAT_16_24_691.png,0.042,0.689,0.264,7.5,False,False
848,PAT_834_1572_973.png,0.2057,0.761,0.155,8.5,False,False
849,PAT_72_110_647.png,0.0855,0.714,0.384,7.0,True,False
850,PAT_152_230_934.png,0.1123,0.713,0.232,12.5,False,False
851,PAT_356_4511_960.png,0.5995,0.859,,13.5,False,False
852,PAT_1388_3513_146.png,0.0927,0.719,0.552,,False,False
853,PAT_1406_1397_669.png,0.2002,0.727,0.217,,False,False
854,PAT_75_114_73.png,0.118,0.727,0.496,12.5,False,False
855,PAT_50_76_296.png,0.1603,0.73,0.496,12.5,True,False
856,PAT_600_1141_988.png,0.0385,0.699,0.352,8.5,True,False
857,PAT_624_1180_803.png,0.2787,0.743,0.378,7.5,False,False
858,PAT_691_1311_2.png,0.0756,0.724,0.519,17.5,True,False
859,PAT_1770_3344_274.png,0.0852,0.714,0.184,,True,False
860,PAT_362_744_283.png,0.1425,0.691,0.147,4.5,False,False
861,PAT_198_853_778.png,0.1956,0.783,0.198,7.0,True,False
862,PAT_649_1233_229.png,0.0644,0.703,0.181,15.0,False,False
863,PAT_386_1554_362.png,0.6005,0.969,0.494,12.5,True,False
864,PAT_641_1211_321.png,0.1085,0.725,0.209,4.0,False,False
865,PAT_966_1826_587.png,0.1271,0.764,0.142,31.0,False,False
866,PAT_1521_1778_763.png,0.0995,0.743,0.357,,True,False
867,PAT_800_1514_512.png,0.1509,0.753,0.197,3.5,False,False
869,PAT_601_1147_943.png,0.4116,0.893,0.241,12.5,True,False
870,PAT_994_1866_913.png,0.0996,0.706,0.172,9.5,True,False
871,PAT_277_426_825.png,0.0413,0.694,0.419,6.5,True,False
872,PAT_557_1058_309.png,0.0769,0.703,0.432,8.0,False,False
873,PAT_67_104_730.png,0.1324,0.728,0.387,16.0,True,False
874,PAT_403_804_994.png,0.1284,0.716,0.425,5.0,False,False
875,PAT_465_901_106.png,0.077,0.701,0.325,3.0,True,False
876,PAT_526_3205_611.png,0.1047,0.71,0.162,6.0,False,False
877,PAT_1414_1431_754.png,0.1001,0.707,0.147,,False,False
878,PAT_1130_501_181.png,0.3618,0.769,,,False,False
879,PAT_841_1603_667.png,0.1486,0.724,0.168,5.5,False,False
880,PAT_1022_115_132.png,0.6474,0.932,0.239,,False,False
881,PAT_1020_111_593.png,0.0977,0.712,0.084,,False,False
882,PAT_1709_3159_144.png,0.4862,0.892,0.221,,False,False
883,PAT_1735_3242_27.png,0.0477,0.697,,,True,False
884,PAT_926_1758_714.png,0.3683,0.813,0.184,19.0,False,False
885,PAT_154_235_162.png,0.0843,0.698,0.364,5.0,True,False
886,PAT_831_1570_637.png,0.0564,0.711,0.348,8.5,True,False
887,PAT_1249_862_658.png,0.1206,0.71,0.351,,True,False
888,PAT_759_1433_914.png,0.0765,0.705,0.254,15.0,False,False
889,PAT_183_283_602.png,0.0492,0.698,0.242,8.0,False,False
890,PAT_764_1448_499.png,0.065,0.716,0.377,4.0,False,False
